id,status_group
41032,non functional
39742,non functional
57079,functional
41477,non functional
37456,functional
48056,non functional
63113,functional
72360,functional
7551,functional
19322,non functional
499,functional
33431,non functional
6906,non functional
68701,functional
4871,functional
39458,functional
57011,non functional
64178,non functional
15246,functional
50480,functional
68413,functional
8121,functional
31057,non functional
42490,non functional
30664,functional
14394,functional
4509,non functional
26561,functional
9565,functional
66460,functional needs repair
29764,functional
6138,non functional
54470,non functional
10548,non functional
1256,functional
5867,functional
13930,functional
46273,non functional
69947,functional
31805,functional
522,non functional
36310,non functional
47096,functional
11048,functional
9469,non functional
35945,functional
61346,functional
31897,non functional
52291,non functional
72256,non functional
1291,functional
55682,non functional
20974,non functional
10315,functional
20699,functional
12157,non functional
25750,non functional
56563,functional
59935,functional
11608,non functional
37509,functional
70547,non functional
66064,functional
64905,functional
16523,non functional
30701,non functional
64533,functional
57607,functional
21781,functional
41554,functional
56419,functional
16991,non functional
68549,functional
58628,non functional
69701,functional
31191,functional
69347,functional
59209,non functional
67918,functional
8061,non functional
9841,functional
63310,functional
65350,non functional
7606,non functional
44982,functional
18683,non functional
22239,functional
13696,non functional
63396,functional
62899,functional
5394,functional
10986,functional needs repair
59594,non functional
39182,functional
59577,functional
67854,non functional
30071,non functional
71403,functional
17965,non functional
65452,non functional
64723,functional
31752,functional
8795,non functional
66556,functional
22598,non functional
18378,functional
11939,functional
34346,functional
66548,functional
61197,functional
8672,functional
29283,functional
47333,non functional
3225,functional
51152,functional
61277,non functional
45438,non functional
2166,functional
35456,functional
56027,functional
19698,non functional
51033,functional
58323,non functional
34236,functional
37071,functional
58591,functional
47868,non functional
8112,non functional
44275,non functional
39331,functional
50046,functional
44980,functional
38007,non functional
23789,functional
68862,functional
22079,functional
54985,functional
49959,functional
18380,functional
60583,functional
33497,functional
43490,functional
8807,functional
5747,functional
52709,functional
43612,functional
17914,functional
13399,non functional
67798,functional
22412,functional
14586,non functional
35573,functional
57894,non functional
46208,non functional
39006,non functional
38238,functional
34634,functional
57416,non functional
55916,functional
12828,non functional
57643,functional
44684,functional
33002,non functional
52177,functional
14719,functional
21400,functional
4201,non functional
19517,functional
20607,functional
3932,functional
3481,non functional
21181,functional
14888,functional
37744,functional needs repair
59540,functional
35488,non functional
43842,non functional
13433,non functional
63071,functional
72521,functional
40848,functional
49705,functional
51192,functional
5217,functional
49051,non functional
57482,functional
47095,non functional
59635,functional
15497,non functional
24011,functional
5577,non functional
39850,functional
64109,non functional
64474,non functional
12837,functional
46738,non functional
30574,non functional
34210,non functional
35436,functional
26739,functional
7241,functional
3353,functional
60625,functional
21867,functional
28436,functional
36486,functional
13432,functional
46602,non functional
34097,non functional
16828,functional
36742,functional needs repair
71633,functional
71052,non functional
27476,non functional
14966,non functional
8531,functional
16018,non functional
70095,non functional
31557,functional
43472,non functional
50305,non functional
25706,functional
22292,functional
71416,functional
3190,functional
52905,functional
27084,functional
18937,non functional
52417,functional
10267,functional
68003,functional
1329,functional
4936,functional
20002,non functional
43332,functional
62311,functional
16242,functional
5406,non functional
33750,functional
55547,functional
21572,non functional
31085,non functional
376,non functional
72694,functional
52794,functional
59717,functional
